id,x,y,pd,zipcode
1098453,-9764166.53,5155803.14,17,60625
2216478,-9754892.78,5111976.33,5,60628
2326132,-9744886.02,5116035.82,4,60617
240909,-9764044.23,5149690.12,14,60647
1252490,-9772115.07,5155041.54,16,60630
1408861,-9758796.98,5160123.79,24,60660
1177784,-9767155.39,5154616.98,17,60641
1450539,-9759545.13,5158516.92,20,60660
2426542,-9763570.81,5122334.7,8,60652
2079164,-9747296.55,5121992.58,4,60643
1547538,-9757794.07,5131554.33,9,60609
104221,-9756055.69,5143701.37,1,60661
433712,-9760978.14,5151402.01,19,60618
1991249,-9757130.94,5119848.72,22,60620
129366,-9758722.42,5145066.02,12,60642
1406997,-9759374.81,5159759.26,24,60660
1241989,-9771703.13,5160604.73,16,60646
2036544,-9759526.25,5120029.01,22,60620
180164,-9760943.57,5143652.91,12,60612
1344715,-9774754.48,5151449.91,25,60707
77731,-9758815.25,5145877.98,12,60651
1294685,-9777524.06,5153665.91,16,60634
1049009,-9761732.38,5155933.15,19,60625
1610308,-9751774.02,5133377.64,2,60653
1674136,-9747913.8,5126260.54,3,60649
1650234,-9752151.64,5129874.98,2,60637
2014775,-9756369.37,5117657.63,22,60643
120133,-9757307.06,5145304.27,12,60642
303229,-9767098.35,5148830.21,,60639
2485445,-9773455.05,5130618.52,8,60638
1549030,-9758934.81,5132676.91,9,60609
2194613,-9757909.19,5114109.96,22,60643
201811,-9762850.24,5143037.77,11,60612
329491,-9767616.77,5149078.71,7,60639
627586,-9769106.74,5141813.87,15,60644
2004426,-9757819.18,5118875.23,22,60643
2479045,-9770455.38,5130670.28,8,60638
1451473,-9758633.51,5156988.69,20,60640
1995662,-9756994.19,5121990.47,6,60620
1794189,-9755818.46,5121561.38,6,60620
352001,-9767185.67,5143902.36,11,60624
471280,-9765287.04,5149486.67,25,60647
943040,-9765715.1,5136448.57,10,60623
2443855,-9767333.0,5127045.89,8,60629
1784202,-9754555.36,5122453.39,6,60620
1919726,-9752987.15,5123371.65,6,60619
1245893,-9773869.25,5159934.49,16,
607426,-9770613.08,5145862.74,,60651
1812193,-9759381.91,5126560.11,7,60636
410840,-9757778.04,5151711.67,,60657
936069,-9758971.08,5133255.13,9,60609
2407983,-9763332.05,5113281.43,22,60655
983674,-9754469.99,5142552.43,,60605
2451129,-9764223.2,5127086.26,8,60629
2433331,-9764608.51,5122072.16,8,60652
1175150,-9766961.36,5156195.73,17,60630
1889753,-9752821.1,5124943.87,3,60619
480330,-9764732.22,5151086.45,25,60618
176210,-9761224.76,5143736.34,12,
1476057,-9763682.11,5131083.98,8,60632
2123236,-9746963.4,5121930.96,,60617
83626,-9759805.51,5147704.02,14,60622
1566459,-9753786.39,5134131.3,8,60653
1373061,-9760903.99,5160896.26,24,60645
311156,-9768596.46,5147872.08,25,60639
613384,-9770342.14,5144706.17,15,60644
1132827,-9770156.92,5159256.74,14,60646
2391806,-9765029.45,5116949.65,22,60655
1087462,-9763721.19,5153802.51,17,60618
2054318,-9762293.32,5122937.4,8,60652
2174724,-9756892.28,5117120.0,22,60643
2085433,-9747275.21,5123072.97,7,60617
1627352,-9749882.65,5130099.43,2,60637
1826880,-9760693.77,5126422.05,8,60636
625073,-9769769.8,5144364.19,31,60644
1522585,-9761472.19,5130975.47,9,60632
138951,-9757984.19,5143462.28,12,60607
1751466,-9752669.63,5126501.32,3,60637
829563,-9761659.46,5138492.83,10,60608
15021,-9755165.46,5146106.2,18,60610
1265057,-9775535.53,5163325.61,16,60631
1655840,-9753342.36,5128089.99,3,60637
1052610,-9761385.86,5157053.91,20,60625
1551022,-9759325.29,5131322.08,9,60609
2276830,-9758130.63,5113291.9,5,60643
894361,-9757545.21,5139714.87,2,60608
1058308,-9762346.86,5156680.45,,60625
2450883,-9764858.4,5127070.26,8,60629
2150450,-9752648.38,5121635.07,11,60619
1694414,-9758531.49,5130108.66,7,60636
2467320,-9766372.34,5127772.28,8,60629
643536,-9766940.71,5142906.65,11,60657
569669,-9760037.38,5154292.69,19,60613
2143214,-9752901.35,5119863.01,6,
316207,-9769889.69,5146350.94,25,60651
1809188,-9759539.43,5127623.49,7,60636
957297,-9764137.39,5134423.6,8,60632
1200952,-9766462.49,5160486.66,17,60632
657926,-9771681.65,5149245.67,25,60639
479972,-9764874.43,5151275.41,25,60618
1214134,-9771806.8,5159162.44,16,60646
2144683,-9753674.16,5120279.42,6,
1572414,-9753464.88,5134716.17,2,60653
973511,-9757692.99,5137619.35,9,60608
1125597,-9768258.78,5154426.52,16,
294094,-9765422.72,5145044.02,11,60624
866376,-9756182.75,5143169.74,1,60661
977257,-9756602.01,5136653.69,9,60616
2513300,-9771920.99,5127838.06,8,60638
1112276,-9762543.11,5154646.24,17,60618
1925599,-9750559.68,5123290.17,4,60619
1613209,-9751226.52,5133450.19,2,60653
1742626,-9754204.83,5126292.53,3,60637
1430047,-9763196.13,5162788.87,24,60645
1227632,-9771763.83,5157515.76,16,60630
2458525,-9763930.29,5126958.79,8,60629
210658,-9763449.85,5143679.76,11,60624
653801,-9770105.79,5148929.58,25,60639
746602,-9761831.36,5140442.92,10,60608
1087645,-9763643.63,5153920.86,17,60633
1995245,-9757005.4,5122531.82,6,60620
705506,-9772262.56,5151486.98,25,60634
340263,-9767557.34,5144737.42,11,60644
2444199,-9767288.67,5126977.31,8,60629
421414,-9759427.51,5151113.75,19,60657
2167255,-9755342.09,5114105.74,22,60628
1944315,-9748941.61,5125552.02,3,60649
536191,-9759925.78,5153850.05,19,60613
612618,-9769589.26,5146065.31,,60659
1775101,-9755327.92,5124266.71,6,60620
629141,-9770848.05,5141171.6,15,60644
625246,-9769764.47,5144299.11,,60644
2052028,-9759869.51,5123349.09,6,60620
2431906,-9763243.13,5122221.87,,60652
3137,-9755845.71,5147285.02,18,60610
814177,-9760973.47,5140676.35,10,60608
2431089,-9764358.38,5122070.12,8,60652
489359,-9766948.84,5151270.26,25,60641
1652813,-9753854.67,5128289.65,3,60637
2432018,-9763321.89,5122067.57,8,60652
2212637,-9754412.23,5112739.92,5,60628
1654944,-9754615.78,5128085.6,3,60621
916315,-9760273.08,5136413.02,9,60608
1870169,-9764648.98,5128578.05,8,60629
1646013,-9755246.97,5129567.75,7,60621
423061,-9760291.39,5151307.26,19,60657
1502106,-9766677.0,5129220.06,8,60629
760849,-9764584.47,5138782.17,10,60623
2071568,-9748630.03,5124097.48,4,60649
1569255,-9753272.64,5135191.34,2,60653
1362761,-9760457.57,5159592.19,24,60660
1209712,-9764171.17,5159316.54,17,60659
1487915,-9765979.41,5131308.58,31,60632
1795366,-9756184.74,5122612.66,6,
958886,-9763510.64,5132546.22,,60632
1958865,-9754140.82,5123409.31,6,60619
776223,-9765173.38,5139151.44,10,60623
87721,-9759558.32,5146502.29,14,60622
58225,-9754751.48,5145674.43,18,60610
2058184,-9762677.94,5123274.13,8,60652
407261,-9756826.38,5150925.68,19,60657
1923322,-9751090.63,5123173.49,4,60619
493363,-9764330.57,5151156.72,14,60618
2016388,-9758137.02,5118206.93,22,60643
1493673,-9767875.59,5131386.48,8,60638
396201,-9758229.38,5150417.18,24,60614
338737,-9769109.03,5148989.17,25,60639
1212286,-9763492.18,5156273.63,17,60625
2115434,-9747306.03,5121525.21,4,60617
2199488,-9753945.58,5114893.09,5,60628
1893428,-9751231.1,5125954.85,3,
854996,-9756264.71,5141001.04,1,60607
1807411,-9759507.39,5130843.65,9,60604
670871,-9772117.36,5150563.12,8,60639
1773441,-9754740.37,5124483.64,6,60620
727110,-9764446.63,5140348.46,10,60623
263287,-9764544.98,5145726.52,11,60651
398327,-9759115.15,5150014.9,19,60614
1414901,-9757973.32,5161261.16,24,60637
2536150,-9761254.6,5127003.82,8,60629
1445843,-9758522.41,5157952.32,20,60640
788260,-9764401.31,5138603.29,10,60623
2076973,-9747695.63,5124023.22,4,60649
318374,-9769656.32,5146743.4,25,60651
1731502,-9757525.85,5125852.12,7,60621
1331864,-9770651.88,5151345.39,25,60634
167032,-9761728.49,5144827.5,12,60612
2487078,-9772072.44,5130468.97,8,60638
922404,-9759855.69,5134790.47,9,60609
622331,-9769181.67,5145086.19,15,60644
1717278,-9756708.32,5127195.68,7,60621
1779019,-9757353.13,5123954.61,6,60620
850915,-9757504.92,5141463.92,12,60607
1490900,-9767327.13,5130903.33,8,60632
2280739,-9756252.72,5112190.53,5,60643
1140423,-9770062.4,5156173.66,16,60630
862744,-9757145.15,5139612.78,12,60608
1037094,-9768056.81,5152751.99,16,60641
1941811,-9749890.77,5125919.96,3,60649
242575,-9763490.89,5148587.48,14,60647
2189060,-9755916.16,5113855.59,5,60628
334445,-9768019.17,5148934.69,25,60639
281899,-9766146.73,5148571.07,25,60639
866807,-9756004.28,5142741.97,1,60661
1038474,-9768327.6,5151950.33,16,60641
766163,-9766877.4,5140373.33,2,60623
1535127,-9761094.09,5129073.76,8,60629
1100661,-9763808.74,5156504.56,17,60625
20327,-9757567.3,5146757.97,18,60642
702579,-9772249.02,5149625.2,25,60707
275905,-9765121.71,5148337.46,25,60647
424854,-9760574.67,5151656.15,19,
2110522,-9747950.22,5120556.72,4,60617
1343551,-9773476.07,5153102.27,16,60634
1678201,-9756399.97,5130151.57,7,60621
1948122,-9749588.22,5122236.18,4,60617
2066464,-9747133.82,5124701.15,4,60649
367483,-9766080.69,5142355.78,11,60624
1940435,-9749000.82,5125453.84,4,60649
952700,-9761819.09,5133378.14,9,60632
110875,-9753727.78,5143672.2,1,60602
1984315,-9758162.62,5121240.36,22,
1634203,-9753431.02,5129747.76,2,60637
778667,-9765301.91,5138789.36,10,60623
1177082,-9766503.45,5154142.9,17,60641
2504022,-9771355.23,5128744.19,8,
1220837,-9771941.03,5162346.76,16,60646
1352863,-9775609.81,5153151.2,16,60634
801900,-9764133.33,5137428.06,10,60601
141321,-9757185.02,5143656.04,12,60607
1770121,-9755313.84,5125147.49,7,60621
2491452,-9769656.03,5130172.99,8,60638
1829194,-9758825.03,5128574.83,,60636
2511871,-9772245.59,5128376.9,8,60638
1510714,-9761479.79,5134215.39,9,60632
150677,-9760746.45,5147178.83,14,60622
1108477,-9763218.81,5154026.44,17,60618
1761837,-9756378.79,5124990.67,7,60621
466543,-9763296.17,5152595.24,10,60618
2281,-9756225.66,5146576.42,18,60610
2076911,-9746875.15,5124165.71,4,60649
2374718,-9761507.68,5117521.33,22,60655
829731,-9761378.03,5138577.25,10,
447012,-9763323.74,5149860.03,14,60613
1700921,-9758392.15,5131421.42,9,60609
1321370,-9770323.31,5152296.39,16,60634
844354,-9756882.26,5143110.5,,60607
2219068,-9754636.03,5112432.3,5,60628
1964245,-9758376.76,5123528.64,6,60666
2486520,-9772814.34,5130031.6,8,60638
1144997,-9771195.84,5156449.06,31,60630
1686612,-9757394.53,5129424.42,7,60621
1841750,-9758349.26,5126379.21,7,60636
2258245,-9751408.25,5119309.22,5,60628
1072022,-9765816.26,5154325.37,17,60641
852499,-9756845.54,5142035.53,12,60607
1192576,-9764509.16,5157708.96,17,60625
2307803,-9747655.37,5119437.46,19,60617
1004514,-9754026.08,5136692.08,2,60616
1832782,-9761459.71,5128487.78,8,60629
1983159,-9757552.39,5120977.58,22,60620
2000435,-9756921.76,5118473.7,22,60643
274784,-9766123.98,5147497.82,25,60639
589669,-9757633.88,5154867.96,19,60613
681213,-9769950.44,5143608.21,5,60644
344858,-9768305.9,5143137.27,15,60644
1141350,-9770216.55,5157299.36,14,60630
1742445,-9753863.43,5126979.45,3,60637
951600,-9761245.26,5134775.65,9,60632
12533,-9755050.66,5147158.42,18,60610
637429,-9766812.91,5141686.1,11,60624
1276873,-9774851.52,5159890.05,16,60631
186575,-9761258.45,5146445.76,12,60622
1900718,-9752881.44,5124600.55,6,60619
2359399,-9759753.81,5162007.93,10,60626
2093424,-9748342.41,5121556.77,4,60617
414403,-9758511.64,5151255.69,19,60657
1458623,-9766093.74,5136750.87,10,60623
753751,-9761078.83,5141805.47,12,60612
1502800,-9766566.52,5129493.8,8,60629
1176031,-9766820.25,5155537.27,17,60655
1132477,-9769564.21,5158747.61,16,60646
2389421,-9760909.42,5116514.29,22,60655
2508168,-9770256.27,5127855.14,8,60638
408322,-9756312.38,5150942.34,19,60657
367549,-9765706.04,5142327.32,11,60624
944705,-9763410.32,5134609.29,3,60632
1740399,-9753652.77,5126657.69,,60637
1357922,-9760876.68,5160013.86,8,60659
1153143,-9769012.17,5155360.96,16,60630
1909315,-9750442.23,5126384.07,3,60637
480597,-9764901.41,5151243.97,25,60625
673316,-9771717.44,5150402.24,25,60639
288994,-9764050.56,5145338.8,11,60624
1481681,-9766638.98,5132236.97,8,60632
1614576,-9750018.87,5131860.93,2,60615
1769049,-9755399.45,5125401.79,7,60621
2401731,-9762859.78,5116713.38,22,60655
1787230,-9756982.47,5123715.2,,60620
1139845,-9769380.21,5156344.45,16,60630
439106,-9760333.75,5152315.95,19,60619
1668622,-9748786.3,5126435.2,3,60649
2050706,-9758941.93,5123417.2,6,60620
2260631,-9751651.69,5118733.31,,60628
773067,-9762360.86,5138854.45,,60619
436188,-9761524.27,5154088.63,,60618
625878,-9769772.44,5144460.23,15,60644
1040727,-9767620.36,5149789.06,25,60639
2219753,-9753903.0,5113529.77,,60628
227130,-9763458.32,5147715.63,,60647
701453,-9773910.36,5148544.23,25,60707
1461215,-9763314.51,5132171.52,8,60632
2008166,-9755370.83,5119200.66,22,60628
243176,-9763497.09,5149312.91,,60647
2086025,-9746707.93,5123230.74,4,
2257541,-9754001.97,5117337.61,5,60628
405174,-9757955.86,5150342.17,19,60614
1216374,-9772474.58,5158998.51,16,
1561794,-9756375.76,5131135.66,9,60609
1601716,-9753197.13,5131657.41,2,60615
1560214,-9756355.53,5131129.11,9,60609
2498516,-9773595.57,5129780.86,8,60638
516090,-9755975.6,5152031.98,6,60657
2384858,-9760592.82,5113291.29,22,
1396562,-9762986.9,5162067.92,24,60645
960594,-9763192.91,5133896.92,9,60632
455387,-9763844.43,5150628.21,14,60647
2380361,-9759256.55,5115861.87,22,60643
1275725,-9777910.51,5157542.86,16,60656
361379,-9765304.8,5143273.26,11,60624
890443,-9755345.07,5141122.26,1,60607
1986988,-9756283.23,5120362.0,22,60620
811547,-9765157.14,5137325.86,10,60651
1685767,-9757177.77,5131371.99,9,60609
2142879,-9752498.42,5119660.35,6,60619
1748278,-9753210.11,5128727.35,3,60637
1939331,-9750003.6,5125140.73,3,60649
353634,-9765673.4,5143368.62,11,60624
512954,-9756007.18,5151307.3,19,60657
2115121,-9746456.36,5119939.64,4,60634
365473,-9764726.0,5141736.52,11,60624
2066809,-9747370.69,5124936.93,4,60649
20662,-9757752.36,5146556.35,18,60642
1401159,-9761357.14,5162289.15,24,60645
1782,-9756263.98,5147343.03,18,60617
1917610,-9752587.35,5123603.04,6,60609
2304809,-9746902.29,5110393.43,4,60633
2178417,-9754251.43,5114362.29,5,60628
2071716,-9748623.22,5124439.51,4,60649
