id,x,y,pd,ward,zipcode,beat,ct
1697,-9760274.75,5145122.98,12,1,60613,1221,2430
1698,-9765688.15,5129933.93,8,13,60629,,6203
1699,-9744669.64,5119428.8,4,10,60617,0432,5202
1700,-9765018.48,5151643.8,25,30,60618,2523,2105.01
1701,-9757506.29,5114244.64,22,34,,2234,
1702,-9753459.46,5139701.45,1,,60616,0132,3301
1703,-9771577.11,5150490.32,20,30,60639,2512,1906.01
1704,-9764667.54,5157038.7,17,39,60625,1712,8318
1705,-9759066.56,5154461.09,19,47,60613,1912,7001
1706,-9759386.3,5125295.11,7,17,60636,0735,6720
1707,-9759566.2,5148587.06,14,32,60622,1433,8323
1708,-9768238.19,5148893.21,25,36,60639,2522,1911
1709,-9758008.58,5137279.1,9,11,60608,0913,6007
1710,-9757256.03,5116047.98,22,34,60643,2234,7501
1711,-9765994.28,5138615.81,10,22,60623,1013,8434
1712,-9762734.33,5151929.89,17,33,60614,1733,2101
1713,-9758902.28,5158805.79,20,48,60660,2013,305
1714,-9766007.87,5130599.5,8,23,60632,0815,
1715,-9771528.41,5147951.47,25,29,60639,2513,2504
1716,-9754402.19,5144636.57,18,42,60654,1834,815
1717,-9758696.37,5149745.59,18,2,60614,1811,8325
1718,-9754817.27,5134802.82,2,13,60609,0213,3515
1719,-9754968.74,5144877.88,31,19,60654,1831,
1720,-9752233.05,5126994.44,3,20,60637,0825,4212
1721,-9764471.63,5156699.4,17,33,60625,1712,1402
1722,-9770835.29,5129498.21,,13,60638,0811,5611
1723,-9768350.19,5144748.98,15,37,60644,1532,2516
1724,-9753512.9,5130851.11,2,3,60615,0231,8361
1725,-9764401.69,5151342.38,14,35,60618,1412,2422
1726,-9771567.31,5156652.35,16,45,60630,1622,1103
1727,-9759344.79,5113656.47,,34,60643,2212,7505
1728,-9750051.16,5130328.51,2,5,60637,0235,3819
1729,-9762209.11,5161958.76,24,50,60645,,203.02
1730,-9763432.45,5139694.48,10,24,60623,1022,8415
1731,-9767703.31,5132971.89,8,1,60638,0814,5602
1732,-9757362.13,5148158.31,18,43,60614,2024,8326
1733,-9763831.97,5138142.69,10,12,60623,1024,3008
1734,-9761955.47,5134339.89,9,12,60632,0921,5806
1735,-9746327.26,5122139.77,4,10,60617,0423,4603.01
1736,-9755477.44,5138991.05,9,25,60616,0914,
1737,-9756376.79,5128455.55,7,16,,0711,8348
1738,-9772336.98,5147940.16,25,29,60707,0214,2505
1739,-9756100.2,5150131.01,19,,60614,1935,701.01
1740,-9764726.93,5149506.75,25,6,60647,2525,2209.02
1741,-9755128.78,5115144.32,5,34,60628,0513,4910
1742,-9753892.62,5144070.58,1,42,60601,0114,3201
1743,-9760722.06,5146873.46,14,2,60622,1424,2413
1744,-9762267.35,5148448.08,,1,60647,1421,8324
1745,-9762054.06,5151172.4,14,33,60618,1411,2109
1746,-9763115.64,5155222.31,,33,60629,1724,1408
1747,-9757234.08,5156240.38,19,46,60640,1914,315.01
1748,-9764837.88,5155526.91,17,35,60625,,1406.02
1749,-9773255.55,5129624.22,,23,60638,0811,5610
1750,-9759932.48,5132489.04,9,12,60609,0924,6103
1751,-9771045.58,5144343.71,15,38,60644,1624,2514
1752,-9778579.58,5155829.85,16,38,,1614,7608.02
1753,-9755884.47,5155529.11,,46,60640,1914,314
1754,-9763014.2,5150812.62,14,33,60618,1411,2107
1755,-9761712.87,5140190.37,10,28,60608,1023,8433
1756,-9765951.44,5126509.99,8,42,60629,0833,6505
1757,-9766657.71,5155257.78,17,39,60630,1722,1602
1758,-9760350.64,5148892.58,14,32,60647,1432,8322
1759,-9761148.04,5139986.83,10,28,60608,1023,8429
1760,-9773185.56,5129730.05,8,23,60638,2424,5610
1761,-9748677.39,5126858.45,3,5,60649,0331,4301.01
1762,-9759467.22,5154213.41,19,47,60613,1912,602
1763,-9764606.26,5150255.12,14,35,60647,1412,2206.02
1764,-9758324.1,5160850.17,24,49,60626,2432,104
1765,-9764052.13,5147004.34,14,26,60651,1422,2309
1766,-9754417.22,5114798.45,5,34,60628,0522,4913
1767,-9770168.98,5153602.71,16,38,60631,1633,1506
1768,-9751559.12,5120550.98,4,8,60619,0413,
1769,-9762439.72,5115255.35,22,19,60655,2211,7401
1770,-9756703.14,5149594.77,18,43,60614,1812,8233.04
1771,-9766935.39,5156067.31,17,39,60630,1722,1601
1772,-9763522.0,5149035.82,14,26,,1413,2211
1773,-9765167.97,5148843.1,25,26,60647,2525,
1774,-9754073.73,5128682.41,3,20,60637,0311,4008
1775,-9757956.98,5136017.75,9,11,60608,,8397
1776,-9760473.75,5147923.44,14,32,60647,1434,8310
1777,-9749231.31,5120197.7,4,8,60617,0413,4804
1778,-9751499.62,5129169.92,2,31,60637,0235,8362
1779,-9758247.59,5155789.52,15,46,60640,1913,317
1780,-9771031.14,5156259.7,16,45,60630,1622,1504.01
1781,-9765828.86,5142019.38,11,,60624,1132,2610
1782,-9763491.53,5156155.99,9,33,,1713,1408
1783,-9765674.52,5154054.48,17,45,60618,1723,1604
1784,-9765999.34,5139706.86,10,24,60623,1012,2925
1785,-9759361.39,5159427.09,20,48,60660,2013,305
1786,-9765092.1,5141657.2,11,24,,1133,2609
1787,-9760403.45,5151782.88,19,32,60618,2012,514
1788,-9758752.97,5139597.84,12,25,60608,1233,
1789,-9761660.6,5154485.98,19,47,60618,1911,503
1790,-9756095.54,5139284.27,12,25,60616,,8432
1791,-9763664.61,5130828.46,8,14,60632,0822,6303
1792,-9761075.78,5122648.19,20,18,60652,0835,7005.01
1793,-9747486.74,5118717.37,4,10,60617,0431,5102
1794,-9768537.64,5143689.08,15,28,60644,1532,2518
1795,-9755138.87,5148136.07,18,43,60614,1814,715
1796,-9759561.02,5138754.89,10,25,,1034,8432
1797,-9751651.32,5133198.88,2,4,60620,0222,3902
1798,-9764725.3,5115443.31,22,19,60655,2211,7403
1799,-9765683.91,5149098.81,25,26,60647,2525,2209.01
1800,-9754383.23,5126929.71,,6,60637,0322,6904
1801,-9755331.57,5127509.99,7,20,60621,0722,6809
1802,-9752422.62,5126913.52,3,20,60637,0321,4212
1803,-9767829.43,5155100.65,17,45,60641,2221,
1804,-9769869.71,5147496.41,25,37,60639,2532,2503
1805,-9748593.3,5120871.09,4,8,60617,0413,4804
1806,-9763583.19,5146740.57,14,26,60651,1422,2309
1807,-9766389.62,5136044.42,10,22,60623,1031,8305
1808,-9770918.19,5155127.77,16,39,60630,1622,1504.01
1809,-9762339.24,5159055.68,20,40,60659,2011,208.01
1810,-9771359.79,5153671.74,16,38,60634,1633,1702
1811,-9762262.1,5140926.32,10,,60623,1022,8431
1812,-9763674.09,5137096.26,10,22,60623,1032,8408
1813,-9760607.12,5162156.57,24,49,,2424,
1814,-9773339.0,5160681.44,16,41,60631,1611,1002
1815,-9756759.26,5137938.44,9,11,60608,0913,8402
1816,-9760799.88,5144977.68,,26,60612,1221,2429
1817,-9758561.22,5141901.86,12,28,60607,1231,8329
1818,-9774222.93,5156890.46,16,,60656,1613,1007
1819,-9754227.74,5139263.08,1,3,60616,0132,3301
1820,-9750146.26,5122939.7,4,,60619,0411,8343
1821,-9752385.68,5127991.58,3,20,60637,0312,4207
1822,-9770469.85,5143095.98,15,29,60644,1513,2520
1823,-9762729.59,5132558.28,9,15,60632,0922,5204
1824,-9755426.57,5134609.4,9,11,60609,0915,8400
1825,-9758935.61,5139978.05,12,28,60620,1233,8429
1826,-9756894.4,5138020.91,9,11,60608,0913,8402
1827,-9763697.23,5157974.98,17,39,60625,1712,8318
1828,-9760398.84,5155372.9,19,25,60625,,409
1829,-9770383.8,5147519.75,22,29,60639,2531,2504
1830,-9761621.24,5162756.48,24,50,60645,2411,204
1831,-9748054.25,5119922.1,,41,60617,0413,4804
1832,-9762183.52,5158044.74,20,40,60625,0624,402.02
1833,-9758987.11,5126373.21,7,17,60636,0725,6715
1834,-9763251.07,5150511.95,14,32,60647,1411,313
1835,-9763053.21,5127026.52,8,17,60629,0831,6605
1836,-9765648.23,5142584.16,11,43,60624,1115,2607
1837,-9768472.5,5142256.69,15,29,60644,0915,2522.01
1838,-9764223.99,5137710.13,10,22,60623,,3007
1839,-9747767.22,5119961.29,,7,60617,0423,4805
1840,-9755563.05,5142307.83,1,25,60607,0123,8391
1841,-9746468.89,5118594.82,4,10,60617,,5101
1842,-9754567.78,5115546.98,5,34,60628,0513,
1843,-9764684.03,5136055.55,10,22,60623,1031,8305
1844,-9747908.62,5127103.01,3,19,60649,0331,8439
1845,-9756406.02,5153034.6,19,46,60657,1925,609
1846,-9768422.67,5144731.01,15,37,60644,1532,2516
1847,-9761558.73,5114736.32,7,,60655,2212,7504
1848,-9754326.17,5117326.79,5,9,60628,0511,4907
1849,-9773937.85,5151135.92,25,36,60634,1621,1801
1850,-9757059.34,5149545.45,,43,60614,1812,711
1851,-9747038.55,5123477.83,4,7,60617,0422,4603.02
1852,-9758360.75,5145031.92,12,1,60642,,2434
1853,-9765754.06,5152233.45,17,30,60641,1731,1613
1854,-9771699.84,5129012.74,8,13,60638,0811,5611
1855,-9757663.54,5154144.82,19,46,,1921,5805.02
1856,-9758621.17,5115004.11,22,19,60654,2212,7502
1857,-9762434.78,5134467.5,9,12,60632,,5802
1858,-9767782.81,5149065.79,25,36,60632,2522,1910
1859,-9754286.87,5123019.12,6,6,60666,0631,4403
1860,-9758719.87,5114469.77,22,34,60643,2234,7505
1861,-9745378.22,5122478.56,4,3,60617,0424,4602
1862,-9758454.24,5141053.75,12,28,,1233,8429
1863,-9773769.45,5150662.83,25,24,60634,2511,1801
1864,-9766481.98,5142941.07,11,28,60624,1115,2606
1865,-9774978.35,5151525.92,25,29,60707,2511,1709
1866,-9761711.62,5132328.46,9,15,60632,,8428
1867,-9754257.3,5144039.66,1,42,60601,0114,3201
1868,-9769207.26,5147380.8,25,37,60651,2011,2507
1869,-9767490.63,5155081.16,17,45,60641,1722,1602
1870,-9765247.25,5129932.27,8,13,60629,0822,6204
1871,-9759502.27,5163067.0,24,49,60626,2423,102.02
1872,-9758846.11,5144914.86,12,1,60642,1215,2433
1873,-9768815.54,5153544.25,16,45,60641,1634,1508
1874,-9777636.7,5152802.38,16,38,60634,1631,1705
1875,-9759800.3,5150305.67,19,32,60614,1931,
1876,-9759345.66,5146764.32,14,1,60622,1424,2414
1877,-9747204.57,5119845.9,4,7,60617,,4805
1878,-9767272.67,5127751.37,8,,,0813,
1879,-9769017.14,5151323.81,25,31,60641,2514,1903
1880,-9761998.75,5163384.32,24,44,60645,2411,202
1881,-9747385.7,5121530.53,4,7,60617,0423,4606
1882,-9761215.41,5142815.56,11,27,60612,0124,2808
1883,-9747868.34,5125431.08,3,7,,0334,4308
1884,-9756681.84,5136801.05,9,11,60616,0914,6004
1885,-9747168.77,5116603.55,25,10,60617,0434,8388
1886,-9754676.04,5117766.73,5,9,60628,,4907
1887,-9764611.49,5146373.84,11,27,60651,,2312
1888,-9763270.07,5125582.56,8,17,60629,0831,6611
1889,-9750667.7,5124112.87,4,8,60619,0411,8343
1890,-9753661.39,5117160.87,5,9,60628,0512,4909.02
1891,-9762344.8,5116019.22,22,19,60655,2211,7401
1892,-9762471.67,5156359.95,20,40,60625,2031,402.01
1893,-9761249.96,5125979.26,8,17,,0832,6609
1894,-9746388.22,5124325.5,4,7,60649,0421,4314
1895,-9757303.4,5145058.8,12,27,60642,1214,2435
1896,-9768958.08,5141650.75,15,29,60644,1522,3018.03
1897,-9758109.13,5150865.94,,43,60614,1932,704
1898,-9756007.18,5115528.65,22,34,60628,2233,4911
1899,-9755340.99,5142353.34,,25,60607,0123,8391
1900,-9764193.16,5134752.53,9,12,60632,0911,5803
1901,-9759899.83,5147501.76,14,2,60622,1424,2415
1902,-9756664.46,5143932.12,12,42,60661,1214,2801
1903,-9757725.34,5159004.99,20,48,60660,2022,306.04
1904,-9768099.58,5142940.97,15,28,60644,1533,2522.02
1905,-9770923.03,5130552.17,8,14,60609,0811,5608
1906,-9773910.1,5158609.35,16,41,60631,1612,1003
1907,-9752489.52,5127841.88,3,20,60637,0312,4207
1908,-9776169.58,5161981.63,16,41,60631,1611,902
1909,-9763961.52,5129027.41,8,23,60629,0822,6309
1910,-9764692.15,5147791.08,25,26,60647,2535,2304
1911,-9763270.87,5136539.56,10,22,60623,,8305
1912,-9765694.01,5142839.44,11,28,60624,1115,2607
1913,-9773450.97,5157337.16,16,41,60656,1613,4408
1914,-9760662.8,5141398.58,12,28,60612,1225,8382
1915,-9765639.83,5128326.1,8,23,60629,0813,6502
1916,-9758939.07,5146626.35,,2,60642,1433,2416
1917,-9757972.64,5128154.28,7,16,60636,0713,6709
1918,-9765972.14,5156081.09,17,39,60622,1722,1405
1919,-9750276.98,5121310.14,4,,60619,0412,4802
1920,-9769443.57,5146882.36,25,37,60651,2532,
1921,-9753919.83,5130912.28,2,3,60615,0231,8361
1922,-9760893.79,5152200.25,19,9,60618,1921,510
1923,-9756442.85,5119802.01,,21,60620,,7302.02
1924,-9759667.0,5152823.0,19,47,60657,2424,8319
1925,-9760432.36,5118360.73,22,19,60643,,7203
1926,-9773874.8,5151710.19,25,36,60634,2511,1801
1927,-9749797.24,5125456.36,3,8,60649,0324,4309
1928,-9754044.31,5139722.95,1,3,60616,0132,3301
1929,-9768354.15,5144888.13,15,37,60644,1532,2516
1930,-9771424.26,5154843.3,16,38,60634,1624,1505.02
1931,-9756879.8,5150478.24,19,43,60614,1935,702
1932,-9747593.66,5123882.67,4,7,60649,0421,4313.01
1933,-9756221.77,5131183.22,9,,60609,0935,8438
1934,-9755843.51,5120152.99,22,21,60620,2223,7301
1935,-9763708.82,5147810.11,14,47,60647,1422,2302
1936,-9761132.62,5153112.77,19,47,60618,1921,505
1937,-9767201.77,5155400.03,17,,60630,1722,
1938,-9762290.49,5142567.71,11,3,60612,1125,8374
1939,-9761961.92,5139083.63,10,12,60608,1023,8407
1940,-9762402.3,5159141.19,25,40,60659,2011,208.01
1941,-9758974.39,5138470.68,10,25,60608,1034,8432
1942,-9762810.2,5141142.06,11,28,60612,1134,8386
1943,-9760226.36,5116608.2,22,19,60643,2212,7206
1944,-9769922.38,5147445.92,25,37,60639,2532,2503
1945,-9764908.93,5142080.65,11,24,60624,1133,2705
1946,-9772530.32,5129580.5,8,23,60638,0811,5610
1947,-9758660.18,5147805.9,14,2,60642,,8423
1948,-9751901.03,5130907.98,2,5,60615,0233,1906.01
1949,-9760191.63,5126879.54,7,16,60636,0726,
1950,-9776092.43,5152673.48,16,38,60634,,1707
1951,-9753382.2,5116556.52,5,9,,0512,4909.02
1952,-9759143.21,5128992.43,7,15,60636,0714,6707
1953,-9765392.01,5123497.96,8,18,60652,0834,7003.01
1954,-9762079.79,5151508.92,14,19,60618,1411,2109
1955,-9765887.65,5146248.96,11,37,60651,1111,8421
1956,-9758575.64,5155268.54,19,46,60640,1913,317
1957,-9754074.29,5138425.85,1,3,60616,0132,8410
1958,-9760716.36,5153426.05,19,47,60618,1921,505
1959,-9754081.12,5122284.73,6,36,60619,0632,
1960,-9760272.36,5130799.05,9,50,60609,0932,6116
1961,-9746758.6,5123386.1,31,7,60617,0422,5204
1962,-9760998.38,5126774.14,8,,60629,0832,6609
1963,-9750162.95,5124500.8,4,5,60619,0411,8342
1964,-9758446.34,5122450.28,6,21,60620,0614,7111
1965,-9763053.18,5127031.43,8,17,60649,0831,6605
1966,-9759359.73,5146017.98,12,1,60622,1213,2421
1967,-9749104.79,5120835.71,4,8,60617,0413,4804
1968,-9755689.51,5117433.34,22,9,60628,2232,7305
1969,-9758156.64,5151536.73,19,32,60657,1933,628
1970,-9754995.99,5110857.84,5,29,60628,0523,5305.03
1971,-9760855.67,5139211.45,12,25,60608,,8412
1972,-9759027.86,5146360.62,12,2,60642,1213,2420
1973,-9769696.31,5129978.82,8,23,60638,,5611
1974,-9766925.24,5145276.62,11,37,60624,1111,8421
1975,-9748998.31,5120870.44,4,8,60617,0413,4804
1976,-9760576.34,5126966.35,8,16,60636,0832,4313.01
1977,-9753712.04,5121885.31,6,6,60619,0632,4403
1978,-9767449.27,5143707.89,11,28,60644,0614,2518
1979,-9762582.91,5157977.87,20,40,60625,2011,
1980,-9766244.0,5140800.47,10,24,,1011,2909
1981,-9759832.39,5130569.47,9,16,60609,0932,
1982,-9745312.78,5120389.23,4,,60617,0424,4610
1983,-9761144.15,5129039.72,8,16,,0824,8350
1984,-9766538.33,5155422.8,17,39,,1722,1602
1985,-9757593.88,5151976.04,19,44,60657,1933,630
1986,-9760086.27,5149446.04,14,32,60614,1432,8323
1987,-9758840.53,5132554.65,9,15,60609,0924,6104
1988,-9754059.74,5117352.82,5,9,60628,0511,4908
1989,-9756064.42,5135677.23,9,34,60616,0915,8400
1990,-9757205.58,5148008.67,18,43,60614,1813,8326
1991,-9761915.39,5146418.79,12,26,60622,1211,2426
1992,-9762671.82,5141847.2,11,28,60612,1211,2718
1993,-9763272.67,5137519.09,10,12,60623,1033,8435
1994,-9771775.49,5157882.84,16,45,60630,,1103
1995,-9754902.9,5115691.55,5,34,60628,0513,
1996,-9763152.29,5136965.04,10,12,60623,1033,8435
1997,-9777492.97,5153829.35,16,38,60634,0512,
1998,-9746257.27,5123470.12,4,7,60617,0422,4601
1999,-9759738.34,5143928.74,12,27,,1223,2804
2000,-9758254.91,5143648.52,12,27,60607,1224,8330
2001,-9756587.57,5153381.79,19,,60613,1925,609
2002,-9772397.82,5154475.34,16,38,60634,1632,1701
2003,-9761650.41,5143687.94,12,27,60612,1222,8378
2004,-9761444.1,5126885.32,8,17,,0831,6608
2005,-9766513.89,5149683.14,25,31,60639,2524,2002
2006,-9754102.59,5126469.03,3,6,60637,0322,6904
2007,-9769944.22,5157765.1,16,45,60630,1623,1105.01
2008,-9757712.27,5129440.12,7,16,60636,0713,6701
2009,-9750520.06,5126384.17,3,5,,0332,4303
2010,-9756288.43,5149118.83,18,43,60614,1812,713
2011,-9763476.07,5147590.43,7,26,60647,1421,2302
2012,-9756116.61,5114105.6,22,34,60628,2233,4912
2013,-9745247.3,5122744.3,4,10,60617,0424,4602
2014,-9758917.23,5139027.67,12,25,60608,1235,3107
2015,-9753414.82,5122263.36,6,43,60619,0632,4403
2016,-9777441.4,5151860.75,,38,,1631,1701
2017,-9755158.12,5147681.38,18,2,60610,1821,802.01
2018,-9745929.6,5123208.74,4,7,60617,0422,4601
2019,-9757400.71,5139901.93,12,25,60608,1414,3104
2020,-9753752.88,5131953.92,2,3,60615,0224,3814
2021,-9757918.18,5113803.47,5,34,60643,0524,5303
2022,-9751496.67,5128592.77,3,20,60603,0314,4203
2023,-9777077.81,5152988.89,16,38,60634,1631,1705
2024,-9749902.73,5125682.05,3,7,60649,0324,4305
2025,-9770481.41,5149356.12,25,36,60639,2515,1913.02
2026,-9756050.78,5137048.2,9,11,60616,0914,8401
2027,-9758743.21,5160340.48,24,48,60660,2433,302
2028,-9757977.82,5151537.65,19,44,60657,1933,629
2029,-9748703.92,5126549.07,3,5,60649,0331,4301.01
2030,-9759727.3,5131740.08,9,15,60609,0931,6114
2031,-9758881.43,5120886.78,22,21,60620,2221,7113
2032,-9756029.94,5114066.33,22,34,60628,2233,4912
2033,-9770900.48,5150489.2,25,30,60639,2514,1906.02
2034,-9765755.88,5131694.5,8,14,60632,0815,5703
2035,-9752904.22,5121171.09,6,9,60619,0931,4407
2036,-9764610.54,5125685.68,8,13,,0833,6504
2037,-9769225.3,5146621.07,25,37,60651,2532,101
2038,-9753882.39,5143548.66,1,42,60602,0114,3201
2039,-9762756.61,5160059.13,24,50,60659,2413,207.02
2040,-9754304.0,5114900.47,5,34,60628,0522,4913
2041,-9755137.18,5126106.69,7,6,60621,0731,6903
2042,-9766005.65,5137457.48,10,22,60623,1031,3018.02
2043,-9764337.27,5157312.54,17,39,60625,1712,8318
2044,-9747482.3,5119896.83,4,7,60617,0423,4805
2045,-9755287.55,5147563.55,18,27,60610,1821,803
2046,-9754807.75,5119629.9,6,21,60620,0634,8340
2047,-9753155.09,5127135.46,3,20,60637,0312,4207
2048,-9761055.28,5139008.69,12,25,60621,1234,
2049,-9762025.61,5146028.54,,26,60622,1211,2426
2050,-9761698.86,5132409.15,9,15,60632,,8428
2051,-9764224.34,5157885.15,17,39,,1712,8318
2052,-9762757.67,5129282.77,8,14,60629,0824,4313.02
2053,-9757562.8,5152663.81,19,44,60657,1924,621
2054,-9765648.3,5128062.95,8,,60629,0813,6502
2055,-9758232.88,5161673.66,24,49,60626,0822,104
2056,-9760205.96,5146568.44,14,1,60622,1424,2414
2057,-9772858.91,5159353.35,16,41,60631,1611,1002
2058,-9765050.05,5144754.86,11,27,60624,1122,2315
2059,-9751057.47,5126480.56,3,5,60637,0321,8418
2060,-9763900.19,5129872.25,8,14,60629,0822,6309
2061,-9754650.16,5141018.42,1,3,60605,0131,3302
2062,-9757387.09,5141837.74,,11,60607,1232,8333
2063,-9748060.36,5123513.28,1,8,60617,0414,4605
2064,-9766104.5,5143037.89,10,28,60624,1115,2607
2065,-9769480.13,5147992.87,25,37,60626,2532,2503
2066,-9762789.86,5127545.63,11,17,60629,0823,6606
2067,-9753738.93,5116668.72,5,9,60628,0512,4909.02
2068,-9765473.59,5141210.2,11,24,60624,1132,8430
2069,-9764987.09,5145310.26,11,27,60624,1112,2315
2070,-9757001.23,5129232.03,7,16,60621,0712,8347
2071,-9766690.38,5152532.45,17,30,60641,1731,1612
2072,-9768219.39,5142529.19,15,28,60644,1533,2522.01
2073,-9759804.84,5132584.42,9,15,60609,0924,6103
2074,-9764704.24,5140091.01,,24,60623,1014,8387
2075,-9776049.07,5163266.01,16,41,60631,1611,
2076,-9769561.97,5147711.51,25,37,60639,2532,2503
2077,-9749546.15,5123743.16,4,8,60617,0414,4605
2078,-9764347.45,5138213.8,10,,60652,1024,1707
2079,-9757963.96,5144936.38,12,27,60642,1214,2435
2080,-9766331.45,5121747.28,8,18,60652,0834,7003.02
2081,-9769421.71,5153298.29,16,38,60641,,1507
2082,-9757603.88,5125477.58,7,6,60621,,
2083,-9751649.44,5122718.5,6,8,60619,0631,
2084,-9761032.78,5140962.84,12,28,60608,1233,8429
2085,-9756093.04,5116199.29,22,,60628,2233,4911
2086,-9758073.69,5155346.48,19,46,60640,1913,8307
2087,-9764399.48,5152985.39,9,35,,1732,1608
2088,-9756296.2,5142952.39,1,42,60661,0121,2819
2089,-9768200.89,5155367.76,16,45,60630,1623,1502
2090,-9763319.37,5153900.57,17,33,60618,1733,1607
2091,-9763237.51,5145877.72,12,26,60622,1211,8366
2092,-9766607.14,5145826.14,11,37,60651,1111,8421
2093,-9757052.29,5123272.37,6,,60620,0612,7108
2094,-9773486.17,5130534.06,8,23,60638,0811,5609
2095,-9750424.27,5126797.44,3,5,60637,2411,4303
2096,-9760503.08,5135216.47,9,12,60609,1213,5905
2097,-9756913.05,5145108.19,12,27,60642,1214,2435
2098,-9774829.91,5158058.97,16,41,60656,1613,1005
2099,-9761355.57,5152872.26,19,,60618,1921,509
2100,-9750826.07,5132242.12,2,,60615,,3906
2101,-9765932.72,5147097.89,25,26,60651,2534,2306
2102,-9762975.2,5155262.93,17,,60625,,1408
2103,-9762415.13,5135338.07,12,12,60632,0911,5802
2104,-9762862.32,5130642.63,9,14,60632,0923,6304
2105,-9753984.94,5112495.74,5,9,60628,0532,5306
2106,-9769188.08,5144897.78,15,37,60644,1524,2515
2107,-9754929.94,5138983.0,1,3,60616,0131,3302
2108,-9770074.46,5150578.96,24,30,60639,2514,1907.01
2109,-9755876.59,5115414.57,22,34,60660,2233,4911
2110,-9762065.22,5125097.43,8,18,60629,0835,6611
2111,-9760399.97,5156938.46,20,40,60630,1031,404.02
2112,-9766160.62,5130042.06,8,23,60632,0815,6202
2113,-9761465.51,5146739.04,14,26,60622,1423,2411
2114,-9758147.69,5124974.99,7,17,60636,0734,6719
2115,-9764044.24,5143835.57,11,28,60624,1123,8368
2116,-9762863.21,5133357.11,9,15,60632,0922,5805.02
2117,-9752412.93,5131400.4,2,4,60615,0233,
2118,-9755527.49,5137210.6,9,11,60616,0914,3504
2119,-9759487.35,5152114.49,19,47,60657,1922,625
2120,-9764219.42,5143043.18,,22,60624,1123,2714
2121,-9765289.46,5137143.59,10,22,60623,1031,3017.01
2122,-9756224.42,5117707.59,22,34,60628,,7305
2123,-9767951.25,5144598.43,15,37,60644,1532,2517
2124,-9760011.91,5138780.11,10,25,60608,1034,8432
2125,-9748242.8,5127012.97,,5,60628,0331,8439
2126,-9763367.11,5149857.35,14,,60647,1414,4313.01
2127,-9760597.42,5127380.55,8,16,60636,0832,6607
2128,-9756165.26,5128444.36,7,16,60621,0711,8348
2129,-9761544.7,5156573.79,20,40,60625,2523,402.01
2130,-9767491.3,5153176.31,17,30,60641,1731,8317
2131,-9763418.72,5144165.73,12,27,60612,1222,8371
2132,-9758198.45,5153504.23,,22,60613,1923,612
2133,-9766316.36,5121790.61,8,18,60652,1653,7304
2134,-9758553.18,5163087.99,24,49,60626,2423,103
2135,-9762301.62,5128832.03,8,16,60629,0824,6603.02
2136,-9760449.69,5126471.65,,16,60636,0611,6607
2137,-9760068.97,5135881.88,9,12,60608,0912,321
2138,-9769621.59,5146442.63,25,37,60651,2532,2507
2139,-9769206.6,5154257.62,16,38,60641,1624,1503
2140,-9761666.95,5156441.2,20,40,60625,2031,402.01
2141,-9755963.58,5117865.62,22,9,60628,,7305
2142,-9755547.15,5128222.03,7,20,60621,0711,8346
2143,-9757341.72,5139610.24,12,25,60608,1235,3104
2144,-9762114.05,5147665.32,14,1,60647,1421,2407
2145,-9754646.29,5126051.24,7,6,60621,0731,6903
2146,-9760379.96,5149616.36,14,32,60647,1432,8322
2147,-9750260.12,5121278.88,4,8,60619,0412,4802
2148,-9754403.61,5130267.21,2,3,60615,0225,2309
2149,-9754081.87,5139223.39,1,40,60616,0132,3301
2150,-9760882.18,5148740.32,14,32,60647,1432,2216
2151,-9758195.43,5129626.14,7,16,60636,0713,6701
2152,-9767128.95,5132886.77,8,22,,0815,5601
2153,-9758918.32,5123121.34,8,47,60620,0611,
2154,-9766221.97,5130128.08,,23,60632,0815,6202
2155,-9755612.47,5133896.44,9,11,60609,0925,8426
2156,-9759347.95,5163713.84,24,,60626,0932,103
2157,-9757552.53,5123647.97,,17,60620,0612,7108
2158,-9767566.7,5142691.95,11,28,60644,1113,2522.02
2159,-9764029.61,5154755.36,17,33,60618,1724,1605.01
2160,-9765039.64,5137702.9,10,22,60623,1013,3005
2161,-9752034.13,5123265.22,6,8,,0631,4401.01
2162,-9762096.53,5156452.68,20,40,60625,2031,402.01
2163,-9775828.2,5158849.17,16,,60631,1612,1004
2164,-9755866.57,5112378.68,5,34,60628,0523,5305.01
2165,-9761559.2,5147916.32,14,1,60647,1434,2406
2166,-9756984.86,5145470.13,12,27,60642,1214,2435
2167,-9757889.8,5154646.1,19,,60613,1915,8307
2168,-9763207.64,5154746.77,17,33,60618,1724,1606.01
2169,-9760012.8,5147399.56,14,1,60639,1424,2415
2170,-9750675.52,5122891.0,4,8,60619,0411,8343
2171,-9760013.46,5156064.19,19,47,60640,1912,
2172,-9761990.84,5143656.41,12,27,60612,1222,8371
2173,-9754878.69,5113416.22,24,34,60628,0522,
2174,-9760831.54,5137240.65,10,25,60608,1034,8413
2175,-9748049.59,5126434.11,3,5,60649,0331,4301.02
2176,-9756387.46,5141479.15,1,38,60607,0124,8419
2177,-9770457.88,5128833.37,,23,60638,0811,6403
2178,-9758694.7,5147348.49,14,2,60642,1433,2416
2179,-9761064.94,5140869.4,,28,60608,1233,8429
2180,-9763969.44,5155435.65,17,33,60625,1724,1407.02
2181,-9763244.78,5144148.15,12,27,60612,,8371
2182,-9752951.56,5114138.73,5,9,60628,0531,4914
2183,-9755224.6,5142366.72,,4,60605,0122,8391
