id,x,y,pd,zipcode
937587,-9760917.38,5132844.85,9,60609
1510983,-9761299.12,5134127.95,14,60632
1040011,-9767401.04,5149951.18,12,60639
629810,-9769886.45,5141292.57,15,60644
936090,-9758946.92,5133312.18,9,60631
1865298,-9764986.14,5129077.91,8,60629
680874,-9769071.63,5143078.17,15,60644
918214,-9760525.83,5136258.02,9,60608
114550,-9752963.48,5144825.08,18,60611
2495121,-9770458.78,5129128.02,8,60638
1856039,-9758975.92,5125709.52,7,60636
431512,-9759518.39,5151961.27,19,60657
2472804,-9766042.21,5123110.55,8,60652
1572461,-9752578.4,5133684.85,2,60653
1974974,-9759189.47,5124472.32,6,60620
69231,-9758627.92,5147083.12,14,60642
123032,-9758028.77,5144693.48,12,60601
594258,-9770154.32,5147277.64,25,60651
609266,-9768940.11,5145421.0,15,60651
1729909,-9756945.85,5126336.55,7,60621
599618,-9770538.87,5147878.34,25,60639
1572401,-9753563.23,5135169.17,2,60653
995636,-9753511.57,5138001.28,1,60616
1864387,-9764723.99,5129777.65,8,60629
609686,-9768925.56,5146193.0,15,60651
939475,-9764531.29,5136347.19,10,60623
1019268,-9766440.63,5152921.93,17,60641
1023887,-9767791.26,5151068.49,25,60624
1733229,-9754906.43,5125921.77,7,60621
1709090,-9756136.96,5127829.3,,60621
1426845,-9761975.18,5163387.02,24,60645
938404,-9760737.45,5133231.82,9,60609
423459,-9759821.06,5151378.69,19,60657
1163906,-9766665.69,5156295.92,17,60630
1935272,-9749971.48,5123950.39,4,60649
1309853,-9770862.76,5153519.31,16,60634
630514,-9768396.09,5141515.72,15,60644
1426049,-9758494.4,5159338.52,20,60660
824116,-9760628.63,5138541.17,,60608
1801020,-9760156.53,5130766.3,9,60609
2080481,-9747558.32,5122446.79,,60617
263994,-9766494.97,5146627.44,25,60651
1431317,-9762157.13,5162901.23,24,60645
1713277,-9755468.09,5127184.06,7,60621
1644682,-9755487.05,5128168.74,7,60621
2318392,-9744903.79,5114801.79,,60617
1536782,-9760929.79,5129536.73,8,60636
2340395,-9758968.88,5156173.58,19,60640
1650065,-9751200.96,5130227.91,2,60637
1018122,-9766860.76,5152779.67,17,60641
1235537,-9773909.79,5157540.56,16,60656
1787579,-9756742.07,5123613.52,6,60620
73249,-9759482.99,5146938.84,14,60622
2120597,-9745801.49,5120361.24,1,
931738,-9756383.78,5132812.01,9,60609
1995438,-9756567.64,5122214.53,6,60653
2263062,-9748338.14,5119460.51,4,60617
2308580,-9746912.71,5119295.02,4,60618
529138,-9759405.76,5154060.62,19,60613
554429,-9756902.51,5152918.63,19,60657
2155501,-9753691.75,5118715.41,5,60628
2474885,-9766629.72,5121528.17,8,
454070,-9764529.89,5150273.97,14,60647
65608,-9754720.31,5144464.83,,60654
520751,-9757399.52,5152303.96,19,60657
600797,-9771473.55,5147579.96,25,
2755,-9755441.14,5147225.59,18,60610
2356734,-9759548.07,5162348.02,24,60626
960416,-9763190.59,5133822.71,9,60632
1062478,-9764881.28,5154068.56,17,60618
2080456,-9747541.36,5122426.98,4,60617
172352,-9763076.4,5144532.24,12,60612
1340799,-9773229.83,5153871.4,16,60634
1997142,-9754808.3,5119565.05,6,60620
2400672,-9763694.93,5114870.55,,60655
738698,-9763197.69,5139369.4,10,60623
2162416,-9756182.57,5116243.28,,60628
765544,-9765649.9,5140606.8,,60623
2120030,-9746755.58,5119452.41,4,60617
1947966,-9748888.62,5122011.96,4,60617
317832,-9769922.7,5147399.47,25,60651
1383720,-9763373.89,5160613.9,24,60645
1972259,-9759326.16,5123780.09,6,60620
1260595,-9775511.38,5162007.47,16,60631
1995361,-9757104.61,5122079.1,6,60620
431216,-9759381.67,5152332.52,19,60657
936841,-9759647.89,5132357.25,9,60609
199631,-9761996.04,5143600.47,12,60612
1402357,-9761058.19,5161914.29,24,60645
116208,-9753423.66,5145100.63,18,60611
2337893,-9757613.34,5155355.7,19,60640
1401934,-9760998.61,5162101.29,24,60645
629836,-9770977.1,5141517.61,15,60644
1915826,-9750197.05,5125182.14,3,60619
565912,-9758222.64,5156083.48,19,60640
1368527,-9761934.52,5159058.82,20,60659
1974240,-9759350.32,5124149.62,6,60620
1276043,-9774003.93,5158797.21,16,60631
1136807,-9769977.81,5157700.39,16,60630
77204,-9759049.6,5146240.58,12,60642
628816,-9770841.52,5140859.39,,60644
1882816,-9753849.8,5124936.3,3,60619
1312249,-9772649.05,5154188.89,16,60634
1249991,-9770607.65,5154161.56,16,
1160158,-9767713.57,5156361.55,17,60630
1392009,-9759541.6,5160856.82,15,60626
1610331,-9751774.58,5133410.26,2,60653
1370753,-9762068.72,5159057.65,20,60659
182503,-9761740.0,5146314.97,12,60622
1667319,-9748494.0,5126293.07,3,60649
2245829,-9747250.94,5115971.41,4,60617
2508061,-9770586.12,5128621.08,8,60638
53751,-9757110.41,5148868.69,18,60614
1035861,-9767622.56,5151839.94,17,60641
756433,-9764161.53,5140247.08,10,60623
1234873,-9772786.23,5157454.86,16,60656
1985776,-9756043.09,5119897.93,22,60620
1997363,-9754883.79,5119390.36,6,60620
2445790,-9761351.24,5126346.18,8,60629
1652919,-9754073.82,5128673.92,3,60637
2166788,-9755362.54,5114264.55,22,60628
1855013,-9758984.63,5125495.49,7,60636
1826440,-9760575.36,5126779.75,8,60636
1660241,-9752255.24,5128602.12,3,60637
518258,-9758238.89,5151970.16,12,
459236,-9762991.57,5151179.97,14,60618
976382,-9756347.38,5137486.09,9,60616
588549,-9759588.76,5157295.5,20,60640
671228,-9771327.9,5150187.57,25,60639
2381925,-9759535.88,5115182.13,22,60643
1482142,-9765423.04,5133964.32,8,60632
1123365,-9768000.15,5154020.16,16,60641
2197197,-9758598.01,5116467.44,22,60643
1733653,-9754739.97,5125965.77,,60621
955689,-9763378.11,5133375.75,8,60632
1363400,-9762239.37,5159953.34,24,60659
1073435,-9764469.77,5154376.99,17,60618
1089315,-9764463.11,5155542.35,17,60625
1615396,-9750790.96,5132242.23,2,60615
2238290,-9752431.41,5116058.89,5,60628
2117032,-9746357.28,5119027.21,4,60617
2077890,-9746761.03,5123881.71,4,60649
1137877,-9769633.78,5156304.13,16,60630
1226345,-9772487.89,5157142.5,16,60631
1912302,-9750834.61,5127898.8,3,60637
1020342,-9766021.14,5151957.71,17,60641
1825148,-9760851.9,5127874.07,8,60636
2096342,-9751886.19,5122342.99,14,60619
1715532,-9757136.33,5128549.78,7,60621
1819710,-9758840.37,5126985.58,7,60636
281412,-9766201.19,5148523.0,25,60639
215895,-9762690.28,5146445.16,12,60622
1663852,-9750063.28,5128151.57,22,60649
1720453,-9757646.79,5127648.0,7,60636
658305,-9771274.94,5149137.92,25,60639
1269935,-9768803.78,5159870.25,16,60646
125233,-9758432.49,5145148.97,12,60630
1494497,-9768129.31,5132172.29,8,60638
756228,-9763962.97,5140480.74,10,60623
716819,-9773823.12,5150773.45,25,60634
492028,-9765968.36,5149509.16,25,60639
2083584,-9747002.93,5122655.1,4,60617
271542,-9764866.29,5147817.7,25,60647
1830685,-9761306.93,5128837.82,8,60629
1559287,-9756127.38,5133037.35,9,60609
759875,-9764935.22,5139102.54,10,60623
2481940,-9769724.08,5130397.84,8,60638
1409988,-9758600.54,5159630.74,24,60660
2418899,-9762475.69,5124965.39,8,60629
341249,-9767907.99,5145092.26,15,60644
1821888,-9758899.66,5126329.57,7,60636
795189,-9763175.88,5138436.63,10,60623
2487450,-9774013.91,5130406.82,8,60638
1233681,-9772694.16,5157512.21,16,60656
96938,-9755090.12,5143373.05,1,60602
2222684,-9753990.64,5112469.91,4,60628
1659187,-9751788.94,5128673.81,3,60637
1137059,-9769066.28,5157301.48,16,60630
594878,-9770201.88,5147188.81,25,60651
1250312,-9771164.71,5154098.69,16,60634
1448330,-9759271.05,5158506.2,20,60640
332396,-9768310.76,5149301.43,25,60639
1237075,-9773850.42,5157689.22,16,60656
2307353,-9747652.35,5118893.62,4,60617
2515059,-9768466.42,5132526.21,8,60638
462470,-9762897.06,5151590.56,14,60618
2460795,-9765124.53,5125698.33,8,60629
1044177,-9761349.83,5152752.95,19,60618
931946,-9756149.6,5134134.83,9,60609
1331224,-9770951.37,5151290.97,20,60634
1871369,-9763140.4,5129003.0,8,60629
208867,-9762232.98,5141826.69,11,60631
2438518,-9767029.38,5123700.49,8,60652
411034,-9758146.33,5151772.3,19,60619
2501116,-9772387.08,5129259.99,8,60638
2226749,-9753335.69,5116043.07,5,60628
2288294,-9759531.71,5114391.81,22,60643
1077104,-9765546.0,5155968.36,17,60625
397243,-9758811.11,5149879.48,,60614
692011,-9770241.47,5143363.69,15,60644
96968,-9755302.94,5143500.48,1,60602
1514417,-9762788.64,5133022.06,9,60632
215643,-9762700.05,5146173.11,12,60622
730616,-9765245.22,5139971.96,10,60623
1177985,-9766965.79,5154396.3,17,60641
1799204,-9759837.86,5129161.27,7,60636
2181376,-9755415.87,5113093.37,5,60628
1796454,-9756224.19,5123976.54,6,60620
1041245,-9769396.95,5150566.27,25,
1796820,-9756399.63,5124365.13,6,60620
479856,-9765350.32,5151105.72,25,60618
2317885,-9745148.68,5115206.87,4,60617
1061482,-9762854.96,5156653.04,20,60625
1076462,-9765564.83,5156083.95,17,60628
2424875,-9764200.94,5122457.19,8,60652
2387173,-9760743.14,5115229.81,22,60655
1317324,-9769245.85,5152785.74,16,60641
1568291,-9754345.57,5134251.66,2,60653
138605,-9758487.11,5143438.64,12,60607
1499273,-9766594.51,5131127.12,8,60632
146841,-9760129.47,5145134.25,12,60622
1136529,-9769042.37,5157402.51,16,60630
2005140,-9757463.79,5119261.84,22,60643
2146857,-9753937.85,5119928.39,6,60619
1638886,-9754612.08,5128917.08,2,60621
1774937,-9754520.43,5124677.79,6,60620
1602663,-9753177.23,5131913.61,2,60615
1346184,-9774880.4,5152636.68,16,60634
2389740,-9761276.29,5116171.3,22,60655
1769230,-9755036.8,5125800.1,7,60621
890721,-9754865.63,5140715.28,1,60605
1968202,-9757814.96,5122600.66,6,60620
1420941,-9758614.63,5161341.75,,60626
338580,-9769101.29,5148642.37,25,60639
1923284,-9750807.06,5123418.77,4,60619
1606495,-9751790.09,5132291.39,2,60615
93281,-9755356.1,5143237.77,1,60606
562809,-9757964.65,5154174.88,19,60613
1286699,-9774754.07,5160353.89,16,60631
2224458,-9753816.38,5110926.22,5,60628
1557042,-9755273.21,5131088.99,9,60609
2452630,-9764821.88,5127873.35,8,60629
1177693,-9767091.49,5154593.48,17,60641
2129703,-9746125.82,5121721.85,4,60617
2022426,-9758899.27,5121720.24,6,60620
2122099,-9746128.84,5120337.36,4,60617
2455232,-9763600.51,5127471.7,8,60629
2106201,-9748978.86,5120324.08,2,60617
347663,-9767802.49,5144065.67,15,60644
402669,-9760427.61,5150435.05,19,60647
1441557,-9759707.99,5158053.96,20,60640
2250109,-9754740.15,5118185.89,5,60628
2119533,-9746157.09,5118069.83,4,60617
1964223,-9758507.12,5123289.3,6,60620
2355637,-9758557.38,5161522.73,24,60626
1671466,-9749831.85,5126172.56,3,60649
1578257,-9752834.39,5134884.29,2,60653
2320783,-9743980.65,5114578.28,4,60617
1176120,-9766375.24,5155430.54,17,60630
972218,-9757886.26,5137143.7,9,
2255354,-9753965.76,5117733.85,5,
203135,-9762748.58,5142630.83,11,60612
1864807,-9764597.56,5129524.91,20,60629
1743271,-9754351.5,5126465.53,3,60637
1041872,-9769360.53,5150567.26,25,60639
2499522,-9773194.85,5129642.19,8,60638
1526851,-9763086.6,5130549.58,9,60632
2210218,-9754755.49,5116779.22,5,60628
2303669,-9746318.78,5109213.92,4,60633
677124,-9769644.86,5142491.07,15,60644
2459051,-9765102.61,5125997.3,8,60629
476825,-9765179.6,5150214.27,25,60647
849987,-9757711.94,5141219.09,12,60607
901379,-9758899.4,5136341.83,9,60608
1818324,-9759154.64,5127667.62,7,60636
321329,-9768790.99,5145347.86,15,
1139841,-9769682.8,5156204.78,16,60645
919989,-9761238.34,5136111.71,9,60608
1112473,-9762689.48,5154667.43,15,60618
1838354,-9758486.0,5128215.04,7,60636
1145986,-9768539.24,5157112.51,16,60630
1302425,-9762872.54,5160058.0,24,60659
2086907,-9746469.87,5123234.96,31,60617
1309752,-9770714.71,5153943.14,16,60634
1464169,-9762651.3,5132475.6,9,60632
1288661,-9778436.01,5157646.47,16,60656
1348774,-9783323.94,5160734.06,9,60666
687615,-9768679.16,5143010.56,15,60644
1112487,-9762932.78,5154834.85,17,60618
489203,-9766995.05,5151824.07,25,60641
333112,-9768837.01,5149453.93,25,60644
1520411,-9761405.87,5131360.98,9,60632
952843,-9761892.66,5133106.85,9,60632
1539856,-9762565.0,5129764.5,8,60629
672150,-9771577.13,5150487.45,25,60639
2008105,-9755689.39,5119359.28,22,60628
1169337,-9770487.57,5155506.79,16,60630
913021,-9757566.44,5135883.95,9,60608
1325953,-9771269.7,5152705.86,16,60634
194412,-9763920.61,5145356.95,11,60651
1833544,-9761486.58,5128659.53,8,60629
72290,-9759322.94,5147235.25,14,60622
1220488,-9771911.61,5162738.05,2,60646
810260,-9766671.14,5137072.12,10,60623
1056255,-9762387.78,5156624.37,,60625
1897298,-9753834.44,5124077.32,6,60619
2316724,-9744746.96,5114390.68,4,60617
461699,-9763137.94,5151025.33,14,60618
716144,-9773226.75,5151311.47,25,60634
2998,-9755776.81,5146877.14,18,60610
1483533,-9766145.47,5131411.01,8,60632
1823542,-9760060.08,5125816.19,7,60636
1020280,-9766339.68,5152105.86,17,60641
2166759,-9755491.5,5114058.7,22,60628
1586542,-9753810.05,5132314.16,2,60615
241432,-9763288.32,5148515.52,14,60647
1977408,-9755781.42,5120765.4,22,60620
792466,-9763360.5,5138246.19,10,60623
1879985,-9766782.55,5127995.78,,60629
1050886,-9762457.64,5156131.57,,60625
1898269,-9753983.27,5124756.48,,60619
2070312,-9746189.36,5124052.38,,
447529,-9763491.55,5150193.23,14,60647
2199667,-9754132.53,5113982.65,5,
2462158,-9765127.32,5125964.01,8,60629
1657164,-9751009.64,5128292.85,3,60637
948667,-9762778.1,5135272.51,9,60632
2420667,-9763839.44,5125450.32,8,60629
2182661,-9754137.08,5113336.59,5,60628
2492393,-9768977.66,5130119.23,8,60638
818226,-9758008.84,5140952.31,12,60608
1381587,-9761725.87,5161321.99,24,60645
95760,-9755152.38,5143876.33,4,60601
2436698,-9764587.6,5124551.89,8,60652
2227933,-9752793.19,5115979.4,5,60628
2072923,-9748627.11,5123937.85,4,60649
2347706,-9757234.14,5156221.5,19,60640
446526,-9761602.81,5148763.32,14,60647
1802592,-9758773.02,5129104.46,7,60636
340565,-9767670.17,5145031.06,11,60644
1489990,-9767394.13,5131900.14,8,60632
1323336,-9770759.57,5151771.54,16,60634
2442698,-9766151.47,5126749.97,8,60629
1808308,-9759725.84,5130304.4,9,60609
1177834,-9767100.49,5154600.58,,60641
1390186,-9761610.1,5157638.95,20,60625
2479864,-9770616.72,5130982.56,8,60638
192604,-9762373.11,5145602.17,12,60622
1739045,-9752745.39,5127061.7,3,60637
1593877,-9753217.0,5132840.84,2,60653
1065587,-9765265.99,5155035.13,17,60618
1746978,-9751810.77,5128012.04,3,60637
189750,-9762357.0,5146271.46,12,60622
2086182,-9747032.04,5123652.56,31,60617
646130,-9764662.12,5140974.23,,60624
634338,-9767568.92,5143095.37,11,60644
1570492,-9753869.29,5135349.65,2,60653
1377027,-9760771.94,5157383.58,14,60625
1430713,-9763141.79,5163437.11,24,60645
736415,-9763848.91,5139673.33,10,60623
2446823,-9761010.37,5126799.09,8,60629
1035334,-9769382.22,5151795.25,25,60641
1683979,-9756900.24,5130228.93,9,60609
971220,-9756878.13,5137735.59,9,60608
2149366,-9752300.76,5122635.66,6,60619
2196966,-9759456.13,5117112.11,22,60643
100796,-9754948.46,5143363.18,1,60602
399525,-9759015.57,5150110.77,19,60614
1074435,-9763888.72,5154260.57,17,
389997,-9757201.7,5150103.99,19,60614
2487714,-9773176.55,5130975.09,8,60638
1237080,-9773849.51,5158034.4,16,60656
2035645,-9758074.62,5121892.6,6,60620
2090984,-9745829.07,5123415.19,4,60617
845036,-9758448.08,5141367.65,12,60607
1338981,-9773943.43,5153315.42,16,60634
2351647,-9757783.15,5158532.59,20,
419502,-9759669.69,5151432.99,19,60657
441351,-9762438.35,5151444.41,14,60618
411592,-9757453.88,5150925.71,19,
2311491,-9744788.79,5109197.88,4,60633
2468847,-9766718.67,5123081.46,8,60652
2392047,-9764376.69,5116137.56,22,60655
2383440,-9761434.4,5114556.01,22,
1310213,-9771220.32,5153389.15,16,60634
1282026,-9775893.99,5158783.24,16,60631
285496,-9765988.68,5148984.21,25,60639
2205395,-9755046.35,5116096.87,5,60628
1018600,-9765759.65,5152471.36,17,60641
2090892,-9746455.16,5123327.78,4,60617
1472806,-9763790.9,5131021.04,8,60632
907380,-9756131.43,5134747.34,9,60609
1854070,-9758723.47,5125364.68,7,60636
1565771,-9753973.91,5133709.94,2,60653
1732432,-9754741.78,5126849.52,16,60621
2342516,-9758771.43,5155782.94,19,60638
1251141,-9770564.74,5154279.37,16,60634
1049135,-9762071.42,5155854.99,19,60625
1361255,-9760482.58,5160013.21,24,60659
2238188,-9752660.29,5115070.19,5,60628
2383364,-9760600.57,5114009.3,22,
447958,-9763118.56,5150245.68,14,60647
1469455,-9764775.97,5130437.06,8,60628
944771,-9763759.83,5134825.05,9,60632
55588,-9757365.38,5149512.63,18,60608
625017,-9769226.0,5144517.22,15,60644
1846490,-9762153.08,5128775.66,3,
727577,-9765127.17,5140949.76,10,60623
924020,-9759411.07,5134928.88,9,60609
1944688,-9749960.41,5122873.8,4,60617
1968635,-9757567.88,5122781.97,6,60620
1133028,-9769301.48,5158375.15,16,60630
1394830,-9763231.92,5161531.36,24,60645
2218667,-9754234.17,5112443.3,5,60628
12397,-9755185.38,5146593.02,18,60610
1171968,-9767490.53,5152944.07,17,60641
1463123,-9762194.06,5131900.01,9,60632
2474234,-9766913.04,5122261.13,8,60652
1696890,-9758169.42,5131275.34,9,60609
139362,-9757115.5,5143854.11,12,60607
44474,-9755675.54,5149475.9,18,60614
1293106,-9776724.9,5152900.42,16,60634
1407518,-9759129.36,5160414.81,24,60660
871817,-9758170.97,5139423.59,12,60608
761986,-9763970.8,5139286.7,31,60623
2168448,-9757565.88,5115695.98,,60643
2205107,-9754203.44,5115703.24,,60628
1901126,-9753259.85,5124221.76,6,60619
1011958,-9755275.89,5136245.18,9,60616
465763,-9763582.86,5152899.1,17,60618
2460288,-9764562.65,5126791.19,8,60629
328620,-9770009.01,5147457.93,25,60639
1095244,-9765457.36,5156462.41,,60625
1419583,-9759127.55,5161807.91,24,60626
1439231,-9760553.73,5163002.55,24,60645
1220275,-9770767.25,5162389.68,16,60646
1006212,-9753501.2,5137878.36,1,60616
820979,-9760952.79,5139392.24,12,60608
2413680,-9763895.86,5124607.32,8,60652
445482,-9761898.96,5149362.81,14,60647
1246175,-9772805.11,5160203.09,16,60631
2063633,-9747585.51,5125850.8,3,60649
2479142,-9769777.38,5130727.59,,60638
2353627,-9758267.18,5158943.76,20,60660
1298496,-9763336.54,5159376.2,20,60659
2083403,-9747274.02,5122719.37,4,60641
2224609,-9753671.9,5110858.77,,60628
1240766,-9772248.43,5155119.34,16,60630
114137,-9754274.42,5144690.63,18,60611
1195681,-9765754.37,5158404.67,17,60625
1313680,-9771763.83,5153107.87,16,60634
1140328,-9770093.11,5156482.02,16,60630
328914,-9767389.39,5148526.74,25,
2453036,-9764524.47,5127758.19,8,60629
2387182,-9760950.29,5115682.81,22,60655
702824,-9772252.52,5150062.31,25,60707
1581845,-9754117.27,5132652.9,2,60653
891795,-9754642.29,5140346.69,1,60605
146127,-9759863.55,5144831.87,12,60622
1837784,-9758530.23,5128821.31,20,60636
1665598,-9750184.23,5127226.88,3,60637
473050,-9765005.02,5149799.98,25,60647
578520,-9760505.07,5155221.61,19,60625
142040,-9757931.94,5143332.68,12,60607
1605807,-9752237.8,5132220.62,2,60615
923311,-9759576.73,5134560.82,9,60609
651587,-9770695.89,5148852.74,25,60639
1484992,-9765710.02,5131635.0,8,
1981796,-9758040.97,5121444.66,22,60620
892175,-9754888.8,5139700.71,1,60616
1130240,-9771173.45,5158682.22,16,60646
1911255,-9751423.96,5127483.19,,60637
132475,-9759918.72,5145843.45,12,60622
355146,-9766188.55,5143940.66,11,60624
1696015,-9758059.25,5131005.65,9,60609
1615389,-9751047.15,5131887.07,2,60615
1426632,-9758624.89,5158883.35,20,60660
654155,-9771013.49,5148961.73,19,
480400,-9765119.26,5151051.12,,60618
909064,-9758700.03,5135082.41,17,60609
1393633,-9759213.38,5161515.68,24,60626
1194234,-9764924.53,5157245.86,17,60625
1977947,-9755610.53,5120541.58,22,
1133045,-9769547.58,5157720.59,16,60630
83464,-9759859.75,5149220.54,14,60630
192141,-9762498.52,5145776.38,12,60622
2422660,-9762983.57,5125704.48,8,
1368883,-9762225.64,5158492.99,20,60659
2494109,-9770626.59,5129554.48,16,60638
662644,-9770182.19,5150124.32,25,60639
2005985,-9755979.05,5118680.98,22,60628
26557,-9757478.06,5148058.38,18,60614
1096978,-9764607.46,5156043.19,17,60625
1678554,-9756220.06,5130151.25,7,60621
1141608,-9771401.76,5156699.6,16,60630
2492302,-9769416.49,5130086.68,8,60638
1195170,-9764377.98,5157139.33,17,
1881262,-9753189.06,5126194.79,3,60637
239709,-9763911.69,5148881.42,14,
1617399,-9750362.85,5131367.93,2,60615
2126959,-9745233.57,5120977.6,4,60617
1200873,-9767000.63,5159655.22,17,60646
739524,-9763223.76,5140244.35,10,60623
1225587,-9772376.58,5156657.57,16,60630
2341856,-9758570.67,5155245.64,19,60640
344545,-9767501.24,5143641.77,11,60644
602340,-9771669.87,5147386.72,25,60639
2003564,-9757766.34,5119178.23,24,60643
1084877,-9764286.35,5153504.24,17,60618
2280319,-9756241.91,5112225.6,5,60643
837112,-9759016.21,5141070.18,12,60612
750480,-9760122.25,5142649.86,12,60612
1284321,-9776195.88,5158859.19,16,60631
1211372,-9764072.97,5158683.31,17,60659
511370,-9755835.82,5151879.85,19,60604
3204,-9755586.06,5147597.24,18,60610
158166,-9760311.39,5146315.14,,60622
2177735,-9754835.92,5114461.08,5,60628
2534379,-9760936.27,5127698.49,8,60629
1519628,-9760868.78,5130428.7,9,60609
381903,-9761056.29,5149736.09,14,60647
2402718,-9762806.7,5115633.58,22,60655
704252,-9772580.19,5151347.87,25,60634
1606227,-9752085.0,5132141.94,2,60615
2058355,-9761043.26,5123281.77,8,60652
526514,-9758785.37,5152779.01,19,60657
924905,-9760124.54,5135161.26,9,60609
301281,-9765667.64,5145897.97,11,60651
1128600,-9771372.0,5158517.95,16,60646
1292832,-9777185.09,5152986.27,16,60634
1869512,-9764871.07,5128573.18,8,60629
1720316,-9757232.38,5127348.88,7,60621
1743058,-9753989.45,5126085.95,3,60628
1116195,-9763491.06,5155428.71,17,60625
1327438,-9771206.63,5151856.61,16,60634
788734,-9763940.18,5138098.13,10,60623
239389,-9764187.98,5148909.84,14,60647
2517663,-9767655.03,5127316.97,8,60638
192259,-9762611.2,5145833.26,12,60622
2207508,-9754865.76,5115045.64,5,60628
1014719,-9756048.47,5136046.91,20,60616
497300,-9764101.15,5151535.74,14,60618
843442,-9757016.72,5142815.96,12,60607
2500063,-9772537.78,5129825.02,8,60638
592578,-9757756.61,5154589.08,19,60613
470182,-9764619.51,5149487.81,25,60647
272773,-9764934.1,5147757.27,25,60647
460147,-9762747.37,5150993.15,14,60618
316154,-9769775.23,5147251.13,25,60651
40768,-9756859.38,5144792.01,12,60654
783213,-9765606.62,5138920.72,10,60623
787615,-9764475.69,5138749.1,10,60623
955185,-9761640.18,5133870.73,9,60632
1742087,-9754183.41,5126069.12,3,60637
1849938,-9758584.48,5125184.13,7,60636
1563717,-9756383.38,5132225.43,9,60609
10666,-9755556.1,5146337.42,18,60610
1156469,-9770108.63,5154823.38,5,60641
527434,-9759525.28,5153972.58,,60613
593260,-9770646.37,5146336.32,15,60651
208515,-9762180.87,5141719.16,11,60612
2050962,-9759489.85,5123488.57,6,60620
2455175,-9763351.28,5127905.52,8,60629
1017365,-9766991.72,5152384.5,17,60641
697794,-9773005.32,5147448.39,25,60707
2331713,-9743877.69,5116501.74,4,60617
2009179,-9756355.6,5118081.39,22,60628
2161143,-9756035.23,5115502.82,19,60628
1319748,-9770006.98,5151889.62,16,
566324,-9758083.35,5155463.9,19,60640
2531490,-9761986.89,5127876.49,8,60629
2380754,-9758334.82,5116050.24,22,60643
324798,-9767927.19,5146345.46,15,60651
1446666,-9758797.61,5158331.93,20,60640
1593353,-9753130.36,5132026.52,2,60615
2098565,-9751858.31,5122726.41,6,60619
1162508,-9766254.25,5156362.47,17,60630
1095098,-9765874.81,5155834.71,17,60630
2190577,-9757273.98,5114038.66,22,60643
2206014,-9754312.87,5116015.65,5,60628
2162289,-9755911.48,5115299.15,22,60628
1083194,-9765187.57,5155142.08,17,60625
1023670,-9767542.79,5150751.67,25,60641
1833918,-9761843.03,5128482.84,8,60629
361424,-9765380.82,5143463.17,11,
190463,-9762361.63,5146760.0,14,60622
2197468,-9758657.57,5116952.72,22,60643
406600,-9756569.3,5151468.73,19,60657
130149,-9758915.81,5144987.0,12,60642
1144911,-9771384.87,5157701.72,16,60630
1706381,-9756824.86,5129094.04,7,60621
1362985,-9759981.92,5160313.53,20,
1094622,-9766142.97,5156107.72,17,60630
782025,-9765620.63,5139193.15,10,60644
1502409,-9766880.4,5129344.3,8,60629
754395,-9761185.88,5142034.9,12,60612
1927830,-9750364.77,5121707.69,4,60619
142810,-9759471.7,5144637.99,12,60622
712258,-9773758.3,5149534.13,25,60707
711457,-9773950.41,5149790.19,25,60707
1398584,-9762589.66,5161945.22,24,60645
2042792,-9761365.39,5121528.26,8,60652
1049774,-9762361.23,5155995.68,19,
206021,-9762129.32,5143456.68,12,60827
664921,-9770780.59,5150147.2,25,60639
991799,-9754440.38,5139818.83,,60616
1407151,-9758618.16,5160630.84,24,60660
1412994,-9758085.22,5160240.75,24,60660
1381589,-9761601.28,5161060.43,24,60645
2512439,-9772573.09,5128558.84,8,
249200,-9762398.26,5148950.53,14,60647
1783349,-9755635.42,5122752.55,6,60620
789362,-9764208.95,5137989.59,20,
1925848,-9750803.3,5123190.66,4,60619
2019184,-9759392.62,5122281.94,6,60620
3304,-9755789.58,5147021.97,18,60610
616934,-9770412.95,5144384.68,15,60644
1158731,-9769469.78,5154253.22,16,60641
451109,-9762793.59,5149788.82,14,60647
281806,-9766336.31,5148255.98,25,60639
1934358,-9750064.07,5124895.13,4,60619
1227081,-9772140.03,5156491.59,16,60630
470583,-9765422.94,5149473.27,25,60647
194556,-9763993.78,5145388.86,11,60651
1973330,-9759203.1,5124344.65,6,60620
181517,-9761635.75,5145777.72,12,60666
827907,-9760570.48,5138580.73,10,60608
579700,-9760404.45,5156396.27,20,60625
910544,-9758924.8,5135455.71,,60609
836100,-9760605.22,5141763.06,12,60612
1993484,-9757269.72,5122221.53,6,60620
1855646,-9759743.64,5125727.55,7,60636
684719,-9770519.35,5142949.83,15,60644
677948,-9769204.04,5142820.0,15,60644
2122786,-9746701.41,5122482.81,4,60617
2410279,-9752344.37,5109329.76,5,
1566110,-9753495.31,5134601.13,2,60653
2118570,-9746128.68,5119013.22,4,60617
444989,-9761401.78,5149215.69,14,60647
1588032,-9754817.94,5133513.21,2,60613
3329,-9755447.08,5147502.31,18,60610
2316759,-9744635.64,5114707.51,8,60617
1731113,-9756826.43,5126286.4,7,60621
2358395,-9759957.07,5162395.88,24,60626
1732724,-9754850.38,5126994.6,22,60621
1871874,-9763160.51,5127926.06,8,60629
349113,-9768732.88,5143775.35,15,60644
1892873,-9751073.76,5126481.58,3,60637
2500106,-9772044.07,5129907.61,8,60638
2184105,-9754878.69,5113416.22,5,60628
